measure_name,datum,country_id,country_name,first_year,last_year,footnotes,sources
"% of women aged 15–19 giving birth who have <4 antenatal ",6,BG,Bulgaria,2019,n/a,"Including at least one antenatal care visit with a skilled provider (midwife, nurse or doctor)","Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"% of women aged 15–19 giving birth who have <4 antenatal ",5,BY,Belarus,2019,n/a,"Including at least one antenatal care visit with a skilled provider (midwife, nurse or doctor)","Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"% of women aged 15–19 giving birth who have <4 antenatal ",0,MD,"Republic of Moldova",2019,n/a,"Including at least one antenatal care visit with a skilled provider (midwife, nurse or doctor)","Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"% of women aged 15–19 giving birth who have <4 antenatal ",32,ME,Montenegro,2019,n/a,"Including at least one antenatal care visit with a skilled provider (midwife, nurse or doctor)","Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"% of women aged 15–19 giving birth who have <4 antenatal ",6,RO,Romania,2019,n/a,"Including at least one antenatal care visit with a skilled provider (midwife, nurse or doctor)","Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"% of women aged 15–19 giving birth who have <4 antenatal ",5,RS,Serbia,2019,n/a,"Including at least one antenatal care visit with a skilled provider (midwife, nurse or doctor)","Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"% of women aged 15–19 giving birth who have <4 antenatal ",10,TR,Turkey,2019,n/a,"Including at least one antenatal care visit with a skilled provider (midwife, nurse or doctor)","Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"% of women aged 15–19 giving birth who have <4 antenatal ",8,UA,Ukraine,2019,n/a,"Including at least one antenatal care visit with a skilled provider (midwife, nurse or doctor)","Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"% of women aged 15–19 giving birth who have <4 antenatal ",0,MK,"North Macedonia",2019,n/a,"Including at least one antenatal care visit with a skilled provider (midwife, nurse or doctor)","Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"% of women aged 15–19 not wanting to avoid pregnancy",95,AL,Albania,2019,n/a,"The categories of women who do not want to avoid pregnancy are those who are infecund, who are unmarried and not sexually active, who want to have a child in the next two years, who are experiencing a pregnancy they identify as intended or who are experiencing postpartum amenorrhea following an intended pregnancy. These women are considered to have no need for contraception","Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"% of women aged 15–19 not wanting to avoid pregnancy",98,AM,Armenia,2019,n/a,"The categories of women who do not want to avoid pregnancy are those who are infecund, who are unmarried and not sexually active, who want to have a child in the next two years, who are experiencing a pregnancy they identify as intended or who are experiencing postpartum amenorrhea following an intended pregnancy. These women are considered to have no need for contraception","Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"% of women aged 15–19 not wanting to avoid pregnancy",76,BY,Belarus,2019,n/a,"The categories of women who do not want to avoid pregnancy are those who are infecund, who are unmarried and not sexually active, who want to have a child in the next two years, who are experiencing a pregnancy they identify as intended or who are experiencing postpartum amenorrhea following an intended pregnancy. These women are considered to have no need for contraception","Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"% of women aged 15–19 not wanting to avoid pregnancy",93,BA,"Bosnia and Herzegovina",2019,n/a,"The categories of women who do not want to avoid pregnancy are those who are infecund, who are unmarried and not sexually active, who want to have a child in the next two years, who are experiencing a pregnancy they identify as intended or who are experiencing postpartum amenorrhea following an intended pregnancy. These women are considered to have no need for contraception","Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"% of women aged 15–19 not wanting to avoid pregnancy",75,BG,Bulgaria,2019,n/a,"The categories of women who do not want to avoid pregnancy are those who are infecund, who are unmarried and not sexually active, who want to have a child in the next two years, who are experiencing a pregnancy they identify as intended or who are experiencing postpartum amenorrhea following an intended pregnancy. These women are considered to have no need for contraception","Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"% of women aged 15–19 not wanting to avoid pregnancy",85,MK,"North Macedonia",2019,n/a,"The categories of women who do not want to avoid pregnancy are those who are infecund, who are unmarried and not sexually active, who want to have a child in the next two years, who are experiencing a pregnancy they identify as intended or who are experiencing postpartum amenorrhea following an intended pregnancy. These women are considered to have no need for contraception","Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"% of women aged 15–19 not wanting to avoid pregnancy",82,MD,"Republic of Moldova",2019,n/a,"The categories of women who do not want to avoid pregnancy are those who are infecund, who are unmarried and not sexually active, who want to have a child in the next two years, who are experiencing a pregnancy they identify as intended or who are experiencing postpartum amenorrhea following an intended pregnancy. These women are considered to have no need for contraception","Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
